😀 :grinning_face:
👃 :nose:
🧠 :brain:
🫀 :anatomical_heart:
🫁 :lungs:
🦷 :tooth:
🦴 :bone:
👀 :eyes:
👁 :eye:
👅 :tongue:
👄 :mouth:
🫦 :biting_lip:
👶 :baby:
🧒 :child:
👦 :boy:
👧 :girl:
🧑 :person:
👱 :person_blond_hair:
👨 :man:
🧔 :person_beard:
🧔‍♂️ :man_beard:
🧔‍♀️ :woman_beard:
👨‍🦰 :man_red_hair:
👨‍🦱 :man_curly_hair:
👨‍🦳 :man_white_hair:
👨‍🦲 :man_bald:
👩 :woman:
👩‍🦰 :woman_red_hair:
🧑‍🦰 :person_red_hair:
👩‍🦱 :woman_curly_hair:
🧑‍🦱 :person_curly_hair:
👩‍🦳 :woman_white_hair:
🧑‍🦳 :person_white_hair:
👩‍🦲 :woman_bald:
🧑‍🦲 :person_bald:
👱‍♀️ :woman_blond_hair:
👱‍♂️ :man_blond_hair:
🧓 :older_person:
👴 :old_man:
👵 :old_woman:
🙍 :person_frowning:
🙍‍♂️ :man_frowning:
🙍‍♀️ :woman_frowning:
🙎 :person_pouting:
🙎‍♂️ :man_pouting:
🙎‍♀️ :woman_pouting:
🙅 :person_gesturing_no:
🙅‍♂️ :man_gesturing_no:
🙅‍♀️ :woman_gesturing_no:
🙆 :person_gesturing_ok:
🙆‍♂️ :man_gesturing_ok:
🙆‍♀️ :woman_gesturing_ok:
💁 :person_tipping_hand:
💁‍♂️ :man_tipping_hand:
💁‍♀️ :woman_tipping_hand:
🙋 :person_raising_hand:
🙋‍♂️ :man_raising_hand:
🙋‍♀️ :woman_raising_hand:
🧏 :deaf_person:
🧏‍♂️ :deaf_man:
🧏‍♀️ :deaf_woman:
🙇 :person_bowing:
🙇‍♂️ :man_bowing:
🙇‍♀️ :woman_bowing:
🤦 :person_facepalming:
🤦‍♂️ :man_facepalming:
🤦‍♀️ :woman_facepalming:
🤷 :person_shrugging:
🤷‍♂️ :man_shrugging:
🤷‍♀️ :woman_shrugging:
🧑‍⚕️ :health_worker:
👨‍⚕️ :man_health_worker:
👩‍⚕️ :woman_health_worker:
🧑‍🎓 :student:
👨‍🎓 :man_student:
👩‍🎓 :woman_student:
🧑‍🏫 :teacher:
👨‍🏫 :man_teacher:
👩‍🏫 :woman_teacher:
🧑‍⚖️ :judge:
👨‍⚖️ :man_judge:
👩‍⚖️ :woman_judge:
🧑‍🌾 :farmer:
👨‍🌾 :man_farmer:
👩‍🌾 :woman_farmer:
🧑‍🍳 :cook:
👨‍🍳 :man_cook:
👩‍🍳 :woman_cook:
🧑‍🔧 :mechanic:
👨‍🔧 :man_mechanic:
👩‍🔧 :woman_mechanic:
🧑‍🏭 :factory_worker:
👨‍🏭 :man_factory_worker:
👩‍🏭 :woman_factory_worker:
🧑‍💼 :office_worker:
👨‍💼 :man_office_worker:
👩‍💼 :woman_office_worker:
🧑‍🔬 :scientist:
👨‍🔬 :man_scientist:
👩‍🔬 :woman_scientist:
🧑‍💻 :technologist:
👨‍💻 :man_technologist:
👩‍💻 :woman_technologist:
🧑‍🎤 :singer:
👨‍🎤 :man_singer:
👩‍🎤 :woman_singer:
🧑‍🎨 :artist:
👨‍🎨 :man_artist:
👩‍🎨 :woman_artist:
🧑‍✈️ :pilot:
👨‍✈️ :man_pilot:
👩‍✈️ :woman_pilot:
🧑‍🚀 :astronaut:
👨‍🚀 :man_astronaut:
👩‍🚀 :woman_astronaut:
🧑‍🚒 :firefighter:
👨‍🚒 :man_firefighter:
👩‍🚒 :woman_firefighter:
👮 :police_officer:
👮‍♂️ :man_police_officer:
👮‍♀️ :woman_police_officer:
🕵 :detective:
🕵️‍♂️ :man_detective:
🕵️‍♀️ :woman_detective:
💂 :guard:
💂‍♂️ :man_guard:
💂‍♀️ :woman_guard:
🥷 :ninja:
👷 :construction_worker:
👷‍♂️ :man_construction_worker:
👷‍♀️ :woman_construction_worker:
🫅 :person_with_crown:
🤴 :prince:
👸 :princess:
👳 :person_wearing_turban:
👳‍♂️ :man_wearing_turban:
👳‍♀️ :woman_wearing_turban:
👲 :person_with_skullcap:
🧕 :woman_with_headscarf:
🤵 :person_in_tuxedo:
🤵‍♂️ :man_in_tuxedo:
🤵‍♀️ :woman_in_tuxedo:
👰 :person_with_veil:
👰‍♂️ :man_with_veil:
👰‍♀️ :woman_with_veil:
🤰 :pregnant_woman:
🫃 :pregnant_man:
🫄 :pregnant_person:
🤱 :breast-feeding:
👩‍🍼 :woman_feeding_baby:
👨‍🍼 :man_feeding_baby:
🧑‍🍼 :person_feeding_baby:
👼 :baby_angel:
🎅 :santa_claus:
🤶 :mrs._claus:
🧑‍🎄 :mx_claus:
🦸 :superhero:
🦸‍♂️ :man_superhero:
🦸‍♀️ :woman_superhero:
🦹 :supervillain:
🦹‍♂️ :man_supervillain:
🦹‍♀️ :woman_supervillain:
🧙 :mage:
🧙‍♂️ :man_mage:
🧙‍♀️ :woman_mage:
🧚 :fairy:
🧚‍♂️ :man_fairy:
🧚‍♀️ :woman_fairy:
🧛 :vampire:
🧛‍♂️ :man_vampire:
🧛‍♀️ :woman_vampire:
🧜 :merperson:
🧜‍♂️ :merman:
🧜‍♀️ :mermaid:
🧝 :elf:
🧝‍♂️ :man_elf:
🧝‍♀️ :woman_elf:
🧞 :genie:
🧞‍♂️ :man_genie:
🧞‍♀️ :woman_genie:
🧟 :zombie:
🧟‍♂️ :man_zombie:
🧟‍♀️ :woman_zombie:
🧌 :troll:
💆 :person_getting_massage:
💆‍♂️ :man_getting_massage:
💆‍♀️ :woman_getting_massage:
💇 :person_getting_haircut:
💇‍♂️ :man_getting_haircut:
💇‍♀️ :woman_getting_haircut:
🚶 :person_walking:
🚶‍♂️ :man_walking:
🚶‍♀️ :woman_walking:
🚶‍➡️ :person_walking_facing_right:
🚶‍♀️‍➡️ :woman_walking_facing_right:
🚶‍♂️‍➡️ :man_walking_facing_right:
🧍 :person_standing:
🧍‍♂️ :man_standing:
🧍‍♀️ :woman_standing:
🧎 :person_kneeling:
🧎‍♂️ :man_kneeling:
🧎‍♀️ :woman_kneeling:
🧎‍➡️ :person_kneeling_facing_right:
🧎‍♀️‍➡️ :woman_kneeling_facing_right:
🧎‍♂️‍➡️ :man_kneeling_facing_right:
🧑‍🦯 :person_with_white_cane:
🧑‍🦯‍➡️ :person_with_white_cane_facing_right:
👨‍🦯 :man_with_white_cane:
👨‍🦯‍➡️ :man_with_white_cane_facing_right:
👩‍🦯 :woman_with_white_cane:
👩‍🦯‍➡️ :woman_with_white_cane_facing_right:
🧑‍🦼 :person_in_motorized_wheelchair:
🧑‍🦼‍➡️ :person_in_motorized_wheelchair_facing_right:
👨‍🦼 :man_in_motorized_wheelchair:
👨‍🦼‍➡️ :man_in_motorized_wheelchair_facing_right:
👩‍🦼 :woman_in_motorized_wheelchair:
👩‍🦼‍➡️ :woman_in_motorized_wheelchair_facing_right:
🧑‍🦽 :person_in_manual_wheelchair:
🧑‍🦽‍➡️ :person_in_manual_wheelchair_facing_right:
👨‍🦽 :man_in_manual_wheelchair:
👨‍🦽‍➡️ :man_in_manual_wheelchair_facing_right:
👩‍🦽 :woman_in_manual_wheelchair:
👩‍🦽‍➡️ :woman_in_manual_wheelchair_facing_right:
🏃 :person_running:
🏃‍♂️ :man_running:
🏃‍♀️ :woman_running:
🏃‍➡️ :person_running_facing_right:
🏃‍♀️‍➡️ :woman_running_facing_right:
🏃‍♂️‍➡️ :man_running_facing_right:
💃 :woman_dancing:
🕺 :man_dancing:
🕴 :person_in_suit_levitating:
👯 :people_with_bunny_ears:
👯‍♂️ :men_with_bunny_ears:
👯‍♀️ :women_with_bunny_ears:
🧖 :person_in_steamy_room:
🧖‍♂️ :man_in_steamy_room:
🧖‍♀️ :woman_in_steamy_room:
🧗 :person_climbing:
🧗‍♂️ :man_climbing:
🧗‍♀️ :woman_climbing:
🤺 :person_fencing:
🏇 :horse_racing:
⛷ :skier:
🏂 :snowboarder:
🏌 :person_golfing:
🏌️‍♂️ :man_golfing:
🏌️‍♀️ :woman_golfing:
🏄 :person_surfing:
🏄‍♂️ :man_surfing:
🏄‍♀️ :woman_surfing:
🚣 :person_rowing_boat:
🚣‍♂️ :man_rowing_boat:
🚣‍♀️ :woman_rowing_boat:
🏊 :person_swimming:
🏊‍♂️ :man_swimming:
🏊‍♀️ :woman_swimming:
⛹ :person_bouncing_ball:
⛹️‍♂️ :man_bouncing_ball:
⛹️‍♀️ :woman_bouncing_ball:
🏋 :person_lifting_weights:
🏋️‍♂️ :man_lifting_weights:
🏋️‍♀️ :woman_lifting_weights:
🚴 :person_biking:
🚴‍♂️ :man_biking:
🚴‍♀️ :woman_biking:
🚵 :person_mountain_biking:
🚵‍♂️ :man_mountain_biking:
🚵‍♀️ :woman_mountain_biking:
🤸 :person_cartwheeling:
🤸‍♂️ :man_cartwheeling:
🤸‍♀️ :woman_cartwheeling:
🤼 :people_wrestling:
🤼‍♂️ :men_wrestling:
🤼‍♀️ :women_wrestling:
🤽 :person_playing_water_polo:
🤽‍♂️ :man_playing_water_polo:
🤽‍♀️ :woman_playing_water_polo:
🤾 :person_playing_handball:
🤾‍♂️ :man_playing_handball:
🤾‍♀️ :woman_playing_handball:
🤹 :person_juggling:
🤹‍♂️ :man_juggling:
🤹‍♀️ :woman_juggling:
🧘 :person_in_lotus_position:
🧘‍♂️ :man_in_lotus_position:
🧘‍♀️ :woman_in_lotus_position:
🛀 :person_taking_bath:
🛌 :person_in_bed:
🧑‍🤝‍🧑 :people_holding_hands:
👭 :women_holding_hands:
👫 :woman_and_man_holding_hands:
👬 :men_holding_hands:
💏 :kiss:
👩‍❤️‍💋‍👨 :kiss_woman,_man:
👨‍❤️‍💋‍👨 :kiss_man,_man:
👩‍❤️‍💋‍👩 :kiss_woman,_woman:
💑 :couple_with_heart:
👩‍❤️‍👨 :couple_with_heart_woman,_man:
👨‍❤️‍👨 :couple_with_heart_man,_man:
👩‍❤️‍👩 :couple_with_heart_woman,_woman:
👨‍👩‍👦 :family_man,_woman,_boy:
👨‍👩‍👧 :family_man,_woman,_girl:
👨‍👩‍👧‍👦 :family_man,_woman,_girl,_boy:
👨‍👩‍👦‍👦 :family_man,_woman,_boy,_boy:
👨‍👩‍👧‍👧 :family_man,_woman,_girl,_girl:
👨‍👨‍👦 :family_man,_man,_boy:
👨‍👨‍👧 :family_man,_man,_girl:
👨‍👨‍👧‍👦 :family_man,_man,_girl,_boy:
👨‍👨‍👦‍👦 :family_man,_man,_boy,_boy:
👨‍👨‍👧‍👧 :family_man,_man,_girl,_girl:
👩‍👩‍👦 :family_woman,_woman,_boy:
👩‍👩‍👧 :family_woman,_woman,_girl:
👩‍👩‍👧‍👦 :family_woman,_woman,_girl,_boy:
👩‍👩‍👦‍👦 :family_woman,_woman,_boy,_boy:
👩‍👩‍👧‍👧 :family_woman,_woman,_girl,_girl:
👨‍👦 :family_man,_boy:
👨‍👦‍👦 :family_man,_boy,_boy:
👨‍👧 :family_man,_girl:
👨‍👧‍👦 :family_man,_girl,_boy:
👨‍👧‍👧 :family_man,_girl,_girl:
👩‍👦 :family_woman,_boy:
👩‍👦‍👦 :family_woman,_boy,_boy:
👩‍👧 :family_woman,_girl:
👩‍👧‍👦 :family_woman,_girl,_boy:
👩‍👧‍👧 :family_woman,_girl,_girl:
🗣 :speaking_head:
👤 :bust_in_silhouette:
👥 :busts_in_silhouette:
🫂 :people_hugging:
👪 :family:
🧑‍🧑‍🧒 :family_adult,_adult,_child:
🧑‍🧑‍🧒‍🧒 :family_adult,_adult,_child,_child:
🧑‍🧒 :family_adult,_child:
🧑‍🧒‍🧒 :family_adult,_child,_child:
👣 :footprints:
🫆 :⊛_fingerprint:
🦰 :red_hair:
🦱 :curly_hair:
🦳 :white_hair:
🦲 :bald:
🐵 :monkey_face:
🐒 :monkey:
🦍 :gorilla:
🦧 :orangutan:
🐶 :dog_face:
🐕 :dog:
🦮 :guide_dog:
🐕‍🦺 :service_dog:
🐩 :poodle:
🐺 :wolf:
🦊 :fox:
🦝 :raccoon:
🐱 :cat_face:
🐈 :cat:
🐈‍⬛ :black_cat:
🦁 :lion:
🐯 :tiger_face:
🐅 :tiger:
🐆 :leopard:
🐴 :horse_face:
🫎 :moose:
🫏 :donkey:
🐎 :horse:
🦄 :unicorn:
🦓 :zebra:
🦌 :deer:
🦬 :bison:
🐮 :cow_face:
🐂 :ox:
🐃 :water_buffalo:
🐄 :cow:
🐷 :pig_face:
🐖 :pig:
🐗 :boar:
🐽 :pig_nose:
🐏 :ram:
🐑 :ewe:
🐐 :goat:
🐪 :camel:
🐫 :two-hump_camel:
🦙 :llama:
🦒 :giraffe:
🐘 :elephant:
🦣 :mammoth:
🦏 :rhinoceros:
🦛 :hippopotamus:
🐭 :mouse_face:
🐁 :mouse:
🐀 :rat:
🐹 :hamster:
🐰 :rabbit_face:
🐇 :rabbit:
🐿 :chipmunk:
🦫 :beaver:
🦔 :hedgehog:
🦇 :bat:
🐻 :bear:
🐻‍❄️ :polar_bear:
🐨 :koala:
🐼 :panda:
🦥 :sloth:
🦦 :otter:
🦨 :skunk:
🦘 :kangaroo:
🦡 :badger:
🐾 :paw_prints:
🦃 :turkey:
🐔 :chicken:
🐓 :rooster:
🐣 :hatching_chick:
🐤 :baby_chick:
🐥 :front-facing_baby_chick:
🐦 :bird:
🐧 :penguin:
🕊 :dove:
🦅 :eagle:
🦆 :duck:
🦢 :swan:
🦉 :owl:
🦤 :dodo:
🪶 :feather:
🦩 :flamingo:
🦚 :peacock:
🦜 :parrot:
🪽 :wing:
🐦‍⬛ :black_bird:
🪿 :goose:
🐦‍🔥 :phoenix:
🐸 :frog:
🐊 :crocodile:
🐢 :turtle:
🦎 :lizard:
🐍 :snake:
🐲 :dragon_face:
🐉 :dragon:
🦕 :sauropod:
🦖 :t-rex:
🐳 :spouting_whale:
🐋 :whale:
🐬 :dolphin:
🦭 :seal:
🐟 :fish:
🐠 :tropical_fish:
🐡 :blowfish:
🦈 :shark:
🐙 :octopus:
🐚 :spiral_shell:
🪸 :coral:
🪼 :jellyfish:
🦀 :crab:
🦞 :lobster:
🦐 :shrimp:
🦑 :squid:
🦪 :oyster:
🐌 :snail:
🦋 :butterfly:
🐛 :bug:
🐜 :ant:
🐝 :honeybee:
🪲 :beetle:
🐞 :lady_beetle:
🦗 :cricket:
🪳 :cockroach:
🕷 :spider:
🕸 :spider_web:
🦂 :scorpion:
🦟 :mosquito:
🪰 :fly:
🪱 :worm:
🦠 :microbe:
💐 :bouquet:
🌸 :cherry_blossom:
💮 :white_flower:
🪷 :lotus:
🏵 :rosette:
🌹 :rose:
🥀 :wilted_flower:
🌺 :hibiscus:
🌻 :sunflower:
🌼 :blossom:
🌷 :tulip:
🪻 :hyacinth:
🌱 :seedling:
🪴 :potted_plant:
🌲 :evergreen_tree:
🌳 :deciduous_tree:
🌴 :palm_tree:
🌵 :cactus:
🌾 :sheaf_of_rice:
🌿 :herb:
☘ :shamrock:
🍀 :four_leaf_clover:
🍁 :maple_leaf:
🍂 :fallen_leaf:
🍃 :leaf_fluttering_in_wind:
🪹 :empty_nest:
🪺 :nest_with_eggs:
🍄 :mushroom:
🪾 :⊛_leafless_tree:
🍇 :grapes:
🍈 :melon:
🍉 :watermelon:
🍊 :tangerine:
🍋 :lemon:
🍋‍🟩 :lime:
🍌 :banana:
🍍 :pineapple:
🥭 :mango:
🍎 :red_apple:
🍏 :green_apple:
🍐 :pear:
🍑 :peach:
🍒 :cherries:
🍓 :strawberry:
🫐 :blueberries:
🥝 :kiwi_fruit:
🍅 :tomato:
🫒 :olive:
🥥 :coconut:
🥑 :avocado:
🍆 :eggplant:
🥔 :potato:
🥕 :carrot:
🌽 :ear_of_corn:
🌶 :hot_pepper:
🫑 :bell_pepper:
🥒 :cucumber:
🥬 :leafy_green:
🥦 :broccoli:
🧄 :garlic:
🧅 :onion:
🥜 :peanuts:
🫘 :beans:
🌰 :chestnut:
🫚 :ginger_root:
🫛 :pea_pod:
🍄‍🟫 :brown_mushroom:
🫜 :⊛_root_vegetable:
🍞 :bread:
🥐 :croissant:
🥖 :baguette_bread:
🫓 :flatbread:
🥨 :pretzel:
🥯 :bagel:
🥞 :pancakes:
🧇 :waffle:
🧀 :cheese_wedge:
🍖 :meat_on_bone:
🍗 :poultry_leg:
🥩 :cut_of_meat:
🥓 :bacon:
🍔 :hamburger:
🍟 :french_fries:
🍕 :pizza:
🌭 :hot_dog:
🥪 :sandwich:
🌮 :taco:
🌯 :burrito:
🫔 :tamale:
🥙 :stuffed_flatbread:
🧆 :falafel:
🥚 :egg:
🍳 :cooking:
🥘 :shallow_pan_of_food:
🍲 :pot_of_food:
🫕 :fondue:
🥣 :bowl_with_spoon:
🥗 :green_salad:
🍿 :popcorn:
🧈 :butter:
🧂 :salt:
🥫 :canned_food:
🍱 :bento_box:
🍘 :rice_cracker:
🍙 :rice_ball:
🍚 :cooked_rice:
🍛 :curry_rice:
🍜 :steaming_bowl:
🍝 :spaghetti:
🍠 :roasted_sweet_potato:
🍢 :oden:
🍣 :sushi:
🍤 :fried_shrimp:
🍥 :fish_cake_with_swirl:
🥮 :moon_cake:
🍡 :dango:
🥟 :dumpling:
🥠 :fortune_cookie:
🥡 :takeout_box:
🍦 :soft_ice_cream:
🍧 :shaved_ice:
🍨 :ice_cream:
🍩 :doughnut:
🍪 :cookie:
🎂 :birthday_cake:
🍰 :shortcake:
🧁 :cupcake:
🥧 :pie:
🍫 :chocolate_bar:
🍬 :candy:
🍭 :lollipop:
🍮 :custard:
🍯 :honey_pot:
🍼 :baby_bottle:
🥛 :glass_of_milk:
☕ :hot_beverage:
🫖 :teapot:
🍵 :teacup_without_handle:
🍶 :sake:
🍾 :bottle_with_popping_cork:
🍷 :wine_glass:
🍸 :cocktail_glass:
🍹 :tropical_drink:
🍺 :beer_mug:
🍻 :clinking_beer_mugs:
🥂 :clinking_glasses:
🥃 :tumbler_glass:
🫗 :pouring_liquid:
🥤 :cup_with_straw:
🧋 :bubble_tea:
🧃 :beverage_box:
🧉 :mate:
🧊 :ice:
🥢 :chopsticks:
🍽 :fork_and_knife_with_plate:
🍴 :fork_and_knife:
🥄 :spoon:
🔪 :kitchen_knife:
🫙 :jar:
🏺 :amphora:
🌍 :globe_showing_europe-africa:
🌎 :globe_showing_americas:
🌏 :globe_showing_asia-australia:
🌐 :globe_with_meridians:
🗺 :world_map:
🗾 :map_of_japan:
🧭 :compass:
🏔 :snow-capped_mountain:
⛰ :mountain:
🌋 :volcano:
🗻 :mount_fuji:
🏕 :camping:
🏖 :beach_with_umbrella:
🏜 :desert:
🏝 :desert_island:
🏞 :national_park:
🏟 :stadium:
🏛 :classical_building:
🏗 :building_construction:
🧱 :brick:
🪨 :rock:
🪵 :wood:
🛖 :hut:
🏘 :houses:
🏚 :derelict_house:
🏠 :house:
🏡 :house_with_garden:
🏢 :office_building:
🏣 :japanese_post_office:
🏤 :post_office:
🏥 :hospital:
🏦 :bank:
🏨 :hotel:
🏩 :love_hotel:
🏪 :convenience_store:
🏫 :school:
🏬 :department_store:
🏭 :factory:
🏯 :japanese_castle:
🏰 :castle:
💒 :wedding:
🗼 :tokyo_tower:
🗽 :statue_of_liberty:
⛪ :church:
🕌 :mosque:
🛕 :hindu_temple:
🕍 :synagogue:
⛩ :shinto_shrine:
🕋 :kaaba:
⛲ :fountain:
⛺ :tent:
🌁 :foggy:
🌃 :night_with_stars:
🏙 :cityscape:
🌄 :sunrise_over_mountains:
🌅 :sunrise:
🌆 :cityscape_at_dusk:
🌇 :sunset:
🌉 :bridge_at_night:
♨ :hot_springs:
🎠 :carousel_horse:
🛝 :playground_slide:
🎡 :ferris_wheel:
🎢 :roller_coaster:
💈 :barber_pole:
🎪 :circus_tent:
🚂 :locomotive:
🚃 :railway_car:
🚄 :high-speed_train:
🚅 :bullet_train:
🚆 :train:
🚇 :metro:
🚈 :light_rail:
🚉 :station:
🚊 :tram:
🚝 :monorail:
🚞 :mountain_railway:
🚋 :tram_car:
🚌 :bus:
🚍 :oncoming_bus:
🚎 :trolleybus:
🚐 :minibus:
🚑 :ambulance:
🚒 :fire_engine:
🚓 :police_car:
🚔 :oncoming_police_car:
🚕 :taxi:
🚖 :oncoming_taxi:
🚗 :automobile:
🚘 :oncoming_automobile:
🚙 :sport_utility_vehicle:
🛻 :pickup_truck:
🚚 :delivery_truck:
🚛 :articulated_lorry:
🚜 :tractor:
🏎 :racing_car:
🏍 :motorcycle:
🛵 :motor_scooter:
🦽 :manual_wheelchair:
🦼 :motorized_wheelchair:
🛺 :auto_rickshaw:
🚲 :bicycle:
🛴 :kick_scooter:
🛹 :skateboard:
🛼 :roller_skate:
🚏 :bus_stop:
🛣 :motorway:
🛤 :railway_track:
🛢 :oil_drum:
⛽ :fuel_pump:
🛞 :wheel:
🚨 :police_car_light:
🚥 :horizontal_traffic_light:
🚦 :vertical_traffic_light:
🛑 :stop_sign:
🚧 :construction:
⚓ :anchor:
🛟 :ring_buoy:
⛵ :sailboat:
🛶 :canoe:
🚤 :speedboat:
🛳 :passenger_ship:
⛴ :ferry:
🛥 :motor_boat:
🚢 :ship:
✈ :airplane:
🛩 :small_airplane:
🛫 :airplane_departure:
🛬 :airplane_arrival:
🪂 :parachute:
💺 :seat:
🚁 :helicopter:
🚟 :suspension_railway:
🚠 :mountain_cableway:
🚡 :aerial_tramway:
🛰 :satellite:
🚀 :rocket:
🛸 :flying_saucer:
🛎 :bellhop_bell:
🧳 :luggage:
⌛ :hourglass_done:
⏳ :hourglass_not_done:
⌚ :watch:
⏰ :alarm_clock:
⏱ :stopwatch:
⏲ :timer_clock:
🕰 :mantelpiece_clock:
🕛 :twelve_o’clock:
